Drug,Count
amoxicillin vancomycin levaquin,1
benadryl clobetasol,1
oseltamivir phosphate,1
po bid megestrol acetate,1
po qam acetaminophen,1
vancomycin ceftriaxone meropenem,1
zofran fentanyl,1
enalapril schizoaffective disease,1
omeprazole simvastatin,1
l side weakness,1
qpm citalopram,1
lasix lisinopril carvedilol aspirin,1
tamuslosin,1
fluticasone protonix,1
atenolol coumadin lisinopril,1
trazadone remeron ritalin hypothyroidism,1
voriconazole tobramycin,1
methadone morphine lidocaine,1
amytriptiline citalopram dilaudid,1
bleomycin emphysema,1
etravirine nnrti,1
acyclovir ppx left lower quadrant,1
appetite stimulation nystatin unit ml suspension sig,1
lactate glucose bun,1
vitamin d supplementation family contact name ni name ni telephone,1
probaby,1
docusate statin,1
benzo barbs tylenol methadone,1
thiamine folic acid pyridoxine,1
calcium salts,1
cephalosporin meropenem,1
ethylene glycol poisoning,1
bicarb vasopressin,1
propolfol,1
levophed vasopressin neosynephrine,2
qid thiamine,1
pxazepam,1
puree solids thin liquids,1
calcium vitamin d colace mvi senna,1
qhs aggrenox,1
green sternal drainage,1
aspirin lasix protonix ezetimibe pravastatin iron,1
cephalosporins azithromycin,1
calcitriol mcg oral capsule,1
carotene a w c e min ocuvite oral none,1
spironolactone lasix metoprolol lisinopril,2
tobramycin s trimethoprim sulfa s us abd limit single organ port pm reason eval,1
spironolactone lasix metoprolol,1
l ue swelling,1
qhs nitroglycerin sl,1
ezetimibe remeron lorazepam qhs,1
piperacillin tazo s tobramycin s trimethoprim sulfa r enterococcus,1
piperacillin tazo s tobramycin s trimethoprim sulfa r right foot wound cx staph aureus coag proteus mirabilis,1
qhs lispro sliding,1
rifampicin,1
p coronary artery bypass graft x s p cerebrovascular accident,1
gencitabine pneumonitis,1
gemcitabine pulmonary toxicity,1
glucotrol glipizide,1
glucophage metformin,1
oxybutinin oxycodone gabapentin,1
myasthenia,2
gallstone s p angio,1
po bid vioxx,1
enalpril,4
azithromycin osteoporosis,1
po tid iron,2
qwk tolterodine,1
calcium magnesium phosphate uric acid,1
levofloxcin flagyl,1
albuterol ipratropium tiotropium,1
betaxolol spiriva,1
pvcs renal ultrasound impression mildly atrophic kidneys with thin cortices bilaterally compatible with medical renal disease,1
lisinopril allopurinol,3
btea lactam,1
aspirin simvastatin digoxin gout,1
tid protonix nicotine dexamethasone,1
po bid erythromycin,1
vancomycin clarithromycin amoxicillin po levofloxacin,1
oxycodone calcitrol,1
timoptic travatan dyazide,1
vitamin d vitamin b,2
cipro hypoxia,1
remeron klonipin,1
lactulose regimen,1
queen,1
colchicin,1
po bid helicobacter pylori,1
green emesis,1
vitamins carvedilol,1
vitamin b deficient b supplementation communication,1
nqmi,1
riboflavin,2
clotrimazole troches vancomycin,1
pureed toast pureed eggs and cream of wheat,1
poly glycol ipratropium bromide simvastatin,1
albuterol inhaler amitriptyline,1
b wrist swelling,1
po qid acyclovir sodium,1
soln ondansetron hcl,1
calcium vitamin d vitamin k viactiv ergocalciferol vitamin d vitamin d,1
pending anaerobic bottle pending pm stool consistency loose source stool final,1
senna prn chocolate,1
fluconazole azithromycin,1
stelazine thorazine,1
piperacillin tazo s tobramycin s trimethoprim sulfa s am urine color yellow appear cloudy sp last name un am urine blood neg nitrite,1
citalopram lorazepam duloxetine gabapentin codeine,1
tagamet cimetidine,1
piperacillin tazo s tobramycin s trimethoprim sulfa r c diff negative x bcx pending imaging eeg impression this,1
toradol compazine,2
hbv antigens,1
hcv antigens,1
neurontine,1
qhs novolin prn ss dulcolax,1
tramadole,1
ciprofloxacin b c of concern,1
paclitaxel taxol,1
"calcium multivitamin omega fatty acids vitamin e fish oil discharge medicationsdischarge diagnosis segmental disc degeneration t l discharge,""7213, 2851, 99649",1
thiamine diazepam,1
po bid avodart,1
folic acid pyridoxine cyanocobalamin,1
po bid humulin n units q am and units qpm hydrochlorothiazide,1
po bid nasonex mcg sprays nasally,1
vitamin d transitional,1
vitamin d unit po bid furosemide,1
potassium chloride meq po tid pantoprazole,1
isosorbide plavix metoprolol,1
levothyroxine hypertension,4
losartan isosrbide,1
po bid nephrocaps cap po,1
lipids,2
lovenox predisone benadryl zantac metoprolol allergies iodine dye hives discharge medicationsdischarge diagnosis primary,1
haemophilus b conj,1
humalog insulin sliding scale and long acting insulin was,1
po qday seroquel,1
oxycodone sepsis,1
taco,1
acetaminophen captopril,1
omeprazole ondansetron,1
eucerin imipenem cilastatin,1
lorazapam metop,1
po tid mirtazapine,1
qhs nitroglycerine,1
eating,1
piperacillin tazo s tobramycin s trimethoprim sulfa s urine culture final no growth,1
rifaximin pentoxyphylline ursodiol,1
propranolol vitamin k multivitamins,1
aricept depression anxiety,1
protonix bowels docusate,1
tylenol ceftazidime,1
vancomycin sepsis,1
simvastatin omeprazole mirtazapine,1
glycopyrrolate plavix,1
colace senna acetaminophen,1
epogen coumadin vit d discharge medicationsdischarge diagnosis end stage renal disease,1
albuterol chlortrimeton,1
nystatin powder ampicillin,1
miconazole vaginal cream,1
miconazole powder nitroglycerine,1
velcade bendamustine,1
vitamin b mg po daily,1
lantus u qhs,2
po qid capsaicin,1
hydralazine nitropaste,1
amiodarone digoxin toprol,1
qid miconazole nitrate,1
glucosamine multivitamin proscar,1
protonix misoprostol,1
allopurinol thrombocytopenia,2
daptomycin meropenem micofungin,1
qid sucalfate,1
po qid nifedipine,1
qhs ambisome,1
folate thiamine multivitamin,1
clonidine calcium,1
digoxin hyperlipidemia,1
plavix atenolol simvastatin digoxin,1
po tid lantus,1
tacrolimus bactrim lactulose,1
hydrocortisone thrombocytopenia,1
gums upper gastrointestinal bleed enterococcal bacteremia hcv cirrhosis,1
levothyroxine levofloxacin,1
metoprolol gastroparesis nausea malnutrition,1
combivir inhaler puff,1
"30490"",""578",1
pertusis,1
cough colce senna,1
flagyl cefepime pleural effusion,1
allopurinol iron supplements multivitamin,1
dilantin lorazepam felbatol,1
po qam levetiracetam,1
po qpm pantoprazole,2
dilantin felbatol,1
pink secretions vancomycin,1
lisinopril renal failure,1
glucose lactate na k cl creat albumin alb cre chest port line placement reason check line findings the tip of the right ij central venous catheter,1
felodipine lasix qam,1
plavix omeprazole metoprolol,1
ferrous sulfate quinine sulfate atorvastatin ezetimibe,1
tcu,4
levothyroxine sciatica,1
acetaminophen tizanidine,1
docusate bisacodyl,1
nystatin zofran protonix,1
alcohol donepizil,1
metop succ,4
b cell lymphoma cd lymphoma,1
protonix p qd colace mg po bid,1
dexamethasome,1
clotrimazole troche folate,1
po qd nystatin,1
vancomycin ciprofloxcain,1
calcium magnesium glucose urea,1
rifampin ethambutol pyrazinamide,1
prednisone allopurinol danazol acyclovir diflucan,1
p o qod fluconazole,1
plavix metoprolol aspirin,1
vancomycin s blood cx ngtd urine cx,1
vanco cefotan doxycycline,1
decadron unasyn,1
ribavirin boceprevir,1
metoprolol albuterol ipratropium oxygen,1
phenytoin mood disorder,1
sulphate,4
creatinine thrombocytopenia anemia,1
vancomycin hypothyroidism levothyroxine,1
qhs primidone,2
protonix ceftazidime,1
vitamin k a blood transfusion of one unit of prbcs,1
lactulose octreotide midodrine,1
and senna dvt,1
pvcs low voltage new septal q waves brief hospitalhospital course coronary artery disease,1
glucose na k pm type art po pco,1
calcium phosphate magnesium uric acid pm tsh pm,1
flagyl cipro d,1
cvvh bactrium,1
qid diltizem,1
vitamin d k,2
lam,1
lisinopril seizure,1
albuterol inhaler puff ih q h prn sob wheezing azithromycin,1
fluticasone propionate mcg puff ih hospital duoneb nf,2
po qam oxcarbazepine,1
po qpm oxycodone,1
illiacs,1
lovenox acetaminophen,1
atovaquone proguanil,2
fever finger stick,1
coartem artemether lumefantrine,1
artemether lumefantrine,2
piperacillin tazo s tobramycin s trimethoprim sulfa s brief hospitalhospital course age over y f w hc cad s p mi chf with ef in pafib not,1
theophylline toxicity,4
theophylline alcohol abuse social work consulted pt did,1
vancomycin ertapenem zosyn meropenem,1
vanco ctx ceftaz levoflox,1
flagyl meropenem levaquin,1
"2768"",""486",1
atenolol nifedipine hydrochlorothiazide cialis,1
lisinopril c rhythm the patient was noted to have a st degree av block,1
hepatitis c cirrhosis dm,1
hepatitis c treatment npo without feeding tube,1
piperacillin tazo s tobramycin s trimethoprim sulfa s blood cultures negative blood cultures pending no growth to date,1
qam travoprost,1
qhs calcium vit d vitamin d bisacodyl,1
qhs nicotine,2
vitamin d u x mg citrate,1
latanoprost drops ou,1
miconazole powder sennosides,1
sodium cam,1
levofloxacin conjunctivitis,1
tamsulosin dyslipidemia statin,1
sodium potassium chloride tot prot prot crea am urine u pep no,1
metformin uremic encephalopathy,1
plavix glyburide,1
atenolol vicodin prn,1
appetite increasing weakness,1
ceftriaxone azithromycin bactrim vancomycin,1
metoprolol angioimmunoblastic t cell lymphoma s p x cycles chop dx,1
nsaid,4
vitamin b hx pe dvt,1
nausea sulfamethoxazole trimethoprim,1
vit k protonix,1
statin rosuvastatin,1
etomidate rocuronium fentaly,1
gastritis gastric ulcer duodenitis,1
poly lymph mono meso macro various cultures were performed including peritoneal gram stain,1
vitamin d deficiency vitamin d,1
warfarin htn diverticulosis,1
zocor anemia,1
chronic tpn vfib arrest,1
gabapentin tramadol,1
tramadol gabapentin,1
nadolol lasix spironolactone gabapentin nitroglycerin sucralfate,1
octreotide nadolol,1
hepatitis b and hepatitis c negative and we,1
nadolol depression anxiety,1
albuterol inhaler puffs q h prn discharge medicationsdischarge diagnosis,1
hydralazine hyperlipidemia,1
diprivan,3
finasteride hematuria,1
piperacillin tazo s tobramycin s trimethoprim sulfa r urine culture final,1
po bid omega fatty acids po,1
folate thiamine iron,1
po qday risperdal,1
po qday lactulose,1
aspirin lisinopril carvedilol furosemide,1
nitro integrilin,1
qpm oxycodone,1
diasylate,2
paricalcitol paricalcitol,1
ferric gluconate ferric gluconate,1
ceftazidime ceftazidime,1
cirrhosis c b encephalopathy ascites,1
nadolol lactulose rifaximin,1
lactulose tbsp tid protonix,1
po bid spirinolactone,2
po qdaily folic acid,1
porcelain gallbladder several gallstones,1
vit d ramipril,1
daptomycin ceftriaxone,1
capsule glucosamine sulfate,1
vitamin k u prbc and multiple units ffp,1
megace methyldopa,1
klebsiella enterobacter,1
vitamin d level spep and pthrp,1
poly lymphs monos his sbp,2
p coronary artery bypass grafts s p coronary stents,1
calcium meclizine,1
aspirin codeine lipitor,1
atorvastatin calcium lisinopril,1
appetite o p workup revealed multiple lytic bone lesions,1
vanco ceftriaxone acyclovir,1
atenolol dm,1
tramadol albuterol atarax,1
vitamins cyclobenzaprine progesterone cream,1
steroids cefepime levofloxacin,1
cyclosporine cellcept d,1
metolazone hyperlipidemia,1
statin hyperglycemia,2
calcium phosphate magnesium uric acid iron cholest,2
b cell lymphoma w cns involvement,1
diconjugate,1
desmopresin,1
alpha methyl dopa,1
alprazolam clonazepam sertraline,1
aspirin osteoarthritis,1
solumedrol mestinon,1
lactulose renal failure creatinine,1
albuterol inhaler puff ih hospital ondansetron,1
nausea bisacodyl,2
cream appl pr q h prn discomfort,1
vitamin d unit po ng daily discharge medicationsdischarge,1
levofloxacin nitrofuratoin,1
humalog insulin sliding scale hematology the,1
neurontin naprosyn,1
pending anaerobic,1
nadolol furosemide,1
pyridoxine spirinolactone thiamine,1
albutrol protonix tylenol oxycodone predisone coumadin fludrocortizone,1
probenecid depression,1
kariva,2
cleocin,1
tobramycin s trimethoprim sulfa s latest labs am blood wbc rbc hgb hct mcv mch mchc rdw plt ct am blood glucose,1
increse,1
fluticasone propionate mcg puff ih hospital gerd,1
loratadine calcium,1
vitamin d tabs x daily probiotic mv,1
acetaminophen tylenol arthritis,1
pain ammonium,1
guar gum benefiber guar gum otc packet one,1
sodium encephalopathy,1
qhs spiriva mcg,1
glucose ketones abg cxr appeared negative ekg with no ischemic changes blood cultures x and urine culture x drawn in ed given l ns,1
lisinopril lasix renal insufficiency,1
q mwf lasix,2
aspirin calcium carbonate,1
ferrous sulfate tid,1
tylenol guaifenesin dextromethorphan morphine,1
lisinopril hypothyroidism,3
hepatitis c etoh abuse,1
albuterol ipratropium bromide tessalon,1
dulcolax milk of magnesia fen cardiac healthy diet tubefeeding start after midnight promote w fiber full strength starting rate ml hr do not advance rate goal rate ml hr cycle yes starting now cycle start cycle end residual check q h hold feeding for,1
potassium chloride meq po daily,1
ergocalciferol vitamin d unit capsule capsule s by mouth q week folic acid,1
sulfa cipro levo allergy,1
metoprolol amlodipine lasix spironolactone,1
metoprolol lasix spironolactone,1
imipenem vanc flagyl,2
prednisone mycophenalate mofetil,1
iiib,2
steroids mycophenolate,1
calcium carb mag oxide vit d,1
lansoprazole levetiracetam,1
aztreonam vanco flagyl,1
carbidopa levo,1
po tid proscar,1
methotrexate citalopram,1
omeprazole alcohol,1
aspirin phosphenytoin,1
alprazolam xanax,2
steroids compazine,1
potassium allopurinol,1
enterobacter aerogenes ampicillin,3
allopurinol lactulose bisacodyl,1
albuterol inhaler puff ih q h wheeze cefepime,1
vancomycin ceftazadime azithromycin,1
fluocinonide emollient cream,1
finasteride dyslipidemia,1
finasteride proscar,1
tobramycin dexamethasone tobradex ointment,1
ergocalciferol vitamin d vitamin d unit capsule fiber lecithin,1
alcohol withdrawal she,2
vitamin oh d pending labs on discharge wbc rbc hgb hct mcv mch mchc rdw plt ct pt inr pt,1
vassopressin nadolol,1
ceftaroline,2
chlorexidine,1
magnesium aluminum,1
sodium na,1
adrenaline,3
hydorcortisone,2
magnesium chloride oral mg tabs,1
betamethasone dipropionate,5
calcitriol mcg oral capsule take cap s orally,1
cipro vanc zosyn patient stated she,1
creatinine sodium lactate,1
alendronate vitamin d multivitamin,1
qhs amitriptyline,2
risperidone oxcarbazepine,1
po qsunday furosemide,1
temsirolimus torisel,2
temsirolimus,2
alcohol withdrawal upper gi bleed,1
hepatitis panel ck autoimmune,1
hepatitis b vaccination on she will need the second and third,1
hepatitis b vaccination,1
fatty change,1
trileptal depression anxiety,1
clonazepam htn,1
piperacillin tazo s tobramycin s trimethoprim sulfa s cxr bronchiectasis,1
htn lasix,1
albuterol doxazosin,2
calcitriol folate terazosin prednisone,1
lisinopril clostridium difficile infection,1
trazodone zyprexa zyprexa zydis,1
dorzolamide anemia thrombocytopenia,1
sinemet furosemide,1
polyethylene glycol miralax gram dose powder tsp by mouth,1
ionotrope,2
cholecalciferol vitamin d unit tablet oral,1
hepatitis c s p ivdu k suspected,1
miconazole cream type ii,1
vitamin d thrombocytopenia,1
qid chlorhexidine,1
vancomycin levofloxcin,1
"V4581"",""440",1
bromocriptin,1
appetite change no visual sxs no gu sxs no ms symptoms,1
s p turb,1
tamsulosin insomnia,1
timolol eyedrops,2
calcitriol qod,1
qhs sennosides,1
appetite increases pneumonia,1
celexa upper ext swelling,1
bicarb coags,1
protonix dispo,1
vincristine prednisone,1
hydrocortisone sepsis,1
mycofenolate,1
"discharge,""486",1
tobramycin s trimethoprim sulfa s ercp post surgical anatomy with choledochoduodenostomy a single periampullary diverticulum,1
amlodipine ciprofloxacin cromolyn fluticasone lasix gabapentin,1
losartan meloxicam,1
atorvastatin metoprolol,3
tiotropium inhaler puff,1
amytriptyline qhs,1
nadolol lasix lactulose,1
piperacillin tazo s tobramycin s trimethoprim sulfa r c diff negative x blood cultures pending x head ct impression right scalp laceration,1
cipro qthur lasix lactulose qid,1
